TOPIC,TOPIC PROPORTION,TOP WORDS,abil,access,accord,achiev,acid,act,addit,aim,al,allow,alter,anatomi,andigin,annot,annota-t,anontolog,anoth,answer,appli,applic,architectur,around,artifact,author,autom,avail,axiom,b,becom,bio-log,biolog,biom,biomed,biomedicalontolog,box,bring,browser,build,built,c,canb,cancer,captur,cardin,case,categori,center,central,challeng,charact,character,chemic,child,children,class,classif,collect,combin,communiti,comparison,compet,complex,compos,compound,compris,comput,concept,condit,constitut,constraint,construct,contain,content,contribut,control,correspond,cover,creativecreproduct,creativeommons.org,current,d,data,databas,dataset,david,de,dedic,definit,describ,descript,determin,develop,development,direct,diseas,distribut,divers,domain,drug,effect,effici,effort,element,emerg,encod,end,enhanc,entiti,entri,establish,et,exampl,exist,experi,expert,explicit,explor,express,facilit,featur,feedback,figur,focus,form,formal,format,foundri,framework,freeli,function,furthermor,futur,g,gene,general,genom,go,granular,graph,green,grow,hierarch,hierarchi,homolog,human,idea,illustr,implement,import,improv,inform,infrastructur,initi,instanc,integr,intend,interact,intern,interoper,interpret,inth,involv,item,journal,juli,key,keyword,kind,knowledg,label,laboratori,lack,languag,layer,lead,level,licens,license,like,link,list,literatur,ltd,made,main,major,make,manuscript,map,mean,medium,metabol,molecular,morpholog,multipl,name,nation,ncbo,node,normal,novel,number,obo,observ,ofa,ofbiomed,ofth,ontol-ogi,ontolo-gi,ontolog,ontology-bas,open,option,organ,origin,other,owl,page,parent,part,part_of,particular,past,pathway,permit,phenotyp,pipelin,point,posit,previous,primarili,process,product,project,promin,proper,prot,protein,provid,public,publish,purpos,qualiti,queri,question,r,re-us,reaction,reason,recent,refer,regulatori,relat,releas,relev,repre-s,repres,represent,requir,respect,respons,reus,rich,right,role,s,scienc,scientif,search,section,see,select,semant,seri,serv,set,share,show,shown,signal,similar,sourc,sparql,speci,specif,stand,standard,start,structur,subclass,suit,support,system,systemat,taxonomi,team,term,terminolog,themat,theontolog,thesaurus,thus,togeth,tool,topic,toth,toward,tree,type,under,understand,univers,unrestrict,updat,upper,upper-level,usa,user,util,variat,version,vertebr,visual,vocabulari,whose,wide,withinth,work
1,0.06499296,"ontolog, data, class, provid, biomed ",0.001129486,0.004641019,0.001569115,0.001116708,2.38E-254,1.90E-148,0.002534595,0.002760985,0.005825002,0.003385722,0.000524476,0.006109347,0.00126413,0.009423066,1.12E-17,0.001288326,0.002101451,0.001943268,0.002256626,0.004307897,0.001675158,0.001481228,0.001286076,0.003645762,0.001437344,0.00480391,0.0025205,0.00124418,0.00247918,0.000319875,0.009183522,0.001123753,0.013033163,0.00162354,1.49E-88,7.25E-120,1.43E-31,0.001546704,2.91E-35,0.001658598,0.001314392,5.15E-22,0.000468314,0.00162184,6.28E-27,0.000489734,2.30E-18,0.001502657,0.001937669,0.006417336,0.002247307,0.002986584,2.47E-247,2.53E-149,0.018665751,0.0012209,1.32E-09,0.001088885,0.003836089,0.001167918,0.001409389,0.002916165,0.0010608,0.001242216,0.001256829,0.002762098,3.67E-19,2.60E-12,0.000636414,0.001866282,0.003235209,0.004184314,0.004186006,0.002114428,4.49E-37,0.002461084,0.003187863,0.00126413,0.00126413,0.003229184,0.001871715,0.020410596,0.004512748,0.001314855,0.00260197,0.001177277,0.001067641,0.004897508,0.008428208,0.003046637,0.001615609,0.005936905,0.001169786,6.66E-13,0.003585456,0.002454105,0.001393627,0.009997263,3.99E-55,0.001542808,0.002006889,0.001742531,7.97E-15,0.001575283,0.001595956,0.001433027,0.001054794,0.003523011,8.42E-27,0.002425119,0.005906682,0.003398583,0.003259199,0.001168005,0.003712196,0.001498447,0.001170969,0.006495108,0.003082278,0.005029008,0.00156661,7.82E-08,0.001569237,0.002557593,0.005081751,0.002241517,0.00291667,0.00261936,0.001149563,0.004123335,0.002021109,0.002857222,0.003381774,0.007707728,0.001084885,0.00128195,0.00055566,0.001088648,0.001440816,3.76E-220,0.001299555,1.33E-27,0.002543142,0.002185051,0.001969891,0.000318669,0.001024382,1.65E-135,0.003553134,0.001780742,0.002977315,0.001622358,2.73E-09,0.001622115,0.010699841,0.002193916,0.000710298,0.002640667,0.00268243,0.001224093,0.001533013,0.001496162,0.00351047,0.00619689,0.00158545,0.001416098,2.01E-37,0.001180048,0.009549629,0.001722806,0.001453017,0.002852136,0.002013687,0.003077694,1.82E-43,0.001604634,0.001320784,0.001122344,9.82E-21,0.002873406,0.001284823,0.00109806,0.001425394,0.001283967,0.001389777,0.003792494,0.001991749,0.002002432,0.00095003,0.001747551,0.001423225,3.19E-248,0.000190808,0.007163696,0.003066186,5.73E-31,0.001745346,9.32E-17,1.46E-38,1.37E-107,0.001588424,2.16E-06,0.005115703,0.001326893,1.05E-150,0.001577711,0.002010682,0.002441634,0.00130776,0.102413829,0.001355681,0.004385973,2.42E-112,0.005044905,0.00087114,1.95E-14,0.007465047,0.002873207,0.000407227,0.002798404,1.89E-17,0.002426104,0.001248252,0,0.001128079,0.004761105,0.000608768,1.09E-19,1.33E-79,0.001905512,0.001521896,0.0025266,0.001448178,0.001292271,0.001298239,0.00209968,0.00250127,0.001094925,0.013202844,0.003412906,0.001598457,0.002951077,0.001655993,0.004792759,0.001954901,2.32E-24,0.001201694,2.36E-157,0.004285879,0.002279176,0.001700448,7.78E-245,0.005412031,0.001093628,0.001306993,0.000914718,0.003500014,0.003939745,0.002904326,3.05E-52,0.000716424,0.001915937,0.001509208,8.90E-12,0.001490387,3.23E-45,0.00401773,0.001385743,3.84E-27,6.25E-96,8.89E-39,1.49E-25,0.006206037,0.00383437,0.001875575,0.001526246,0.002386839,3.22E-06,2.00E-44,1.17E-27,0.002835924,6.85E-19,0.001220283,0.002633476,0.001768852,4.49E-25,0.004399096,0.001404181,0.009095245,0.002615301,1.40E-149,0.00280691,0.007987442,0.003334364,0.001641759,0.001440745,0.007306128,0.001030025,0.002797413,0.004613458,0.00227266,9.12E-08,0.002454871,0.003221869,0.001698921,0.001770861,0.001532785,2.42E-23,0.002322267,0.000220619,0.002711364,0.002247287,0.001112607,2.65E-05,0.00120944,0.001911621,0.001201457,0.002028278,0.001225252,0.00101734,0.005102415,0.001563777,0.001661027,0.000764576,9.62E-157,0.002327177,4.37E-148,0.003581191
2,0.017891,"pathway, term, ontolog, signal, node ",0.001907044,0.006971422,3.55E-109,9.88E-117,0.002779019,0.001865216,0.004827155,0.00095558,0.005762295,0.001881857,0.008549825,1.95E-163,1.04E-125,0.013748443,0.001925017,1.44E-236,0.000917688,1.94E-127,1.35E-133,0.000916976,1.77E-143,0.001875375,1.68E-209,0.000933169,0.000929701,0.005825837,6.44E-151,0.001888936,1.72E-132,0.001811865,0.002751081,0.000968543,0.007580064,1.11E-152,0.00184445,0.003653512,0.001880219,0.00294664,0.001927577,0.000900376,0.000965426,0.004722671,0.001937818,1.18E-143,0.002860843,0.001842484,0.002897939,0.000950209,4.91E-122,1.18E-209,6.50E-165,0.00089167,0.002702358,0.005435981,0.002698049,6.96E-134,0.001914723,0.0019172,2.63E-106,1.30E-165,3.84E-126,0.000942618,9.08E-111,0.000931996,7.64E-153,2.90E-120,0.00392181,0.003911856,0.002809961,3.95E-148,4.06E-125,0.003807844,0.00299518,0.003742742,0.001922289,0.001932251,0.001909076,1.04E-125,1.04E-125,1.40E-127,0.001881925,0.003713675,0.0097681,1.05E-118,0,0.000938478,0.000935351,0.000921685,0.001924938,0.001936125,2.51E-169,0.002834123,2.23E-165,0.001880341,0.015810641,0.001896324,2.04E-148,1.66E-120,0.002594722,1.42E-148,5.57E-112,4.72E-107,0.001894468,6.21E-107,8.65E-145,0.002909206,2.26E-142,8.07E-136,0.012482921,8.67E-132,0.005759066,0.000857371,5.96E-115,7.17E-117,4.03E-136,2.47E-146,0.000953838,0.001917107,4.69E-109,0.000910444,7.90E-143,0.007898524,2.60E-119,0.000972375,8.98E-137,0.000981548,1.76E-140,1.77E-109,0.000927579,0.003826703,4.02E-128,3.56E-126,0.000928581,0.016138985,0.002996939,0.005772815,0.005689566,2.61E-151,0.001861279,0.00192391,3.58E-147,0.001854428,1.01E-112,2.41E-191,0.001880712,0.001853318,1.69E-116,0.001877847,0.006696522,9.67E-116,0.001881431,2.86E-159,0.002886359,0.002814534,1.78E-117,1.84E-147,0.012328127,2.50E-123,4.70E-97,4.49E-120,0.000973194,0.000907198,4.28E-129,0.005725747,8.95E-128,3.75E-139,0.00190113,8.95E-131,0.0008571,6.34E-150,2.31E-150,1.26E-105,2.99E-133,1.66E-154,0.002860359,0.002875832,0.00096863,0.000969784,0.001890422,0.015295448,0.005873428,0.002878584,0.000967418,0.00189562,0.005961305,0.001871697,0.000946411,7.81E-148,0.003922717,0.001941757,0.000970145,0.003836045,0.001916402,1.25E-198,1.06E-140,0.001931043,0.001874171,0.001946919,0.019501872,0.001881087,3.11E-133,0.003760296,4.58E-163,5.85E-135,0.001824193,0.000962797,1.46E-120,6.26E-139,4.13E-245,0.034968274,1.21E-169,0.00191903,0.001799261,0.000892008,0.001910165,0.001904341,4.36E-127,0.015646285,0.008382992,2.12E-118,0.001896731,0.00095031,3.21E-172,0.119931521,0.000967739,0.001678239,0.00725913,0.00808413,0.001862644,4.02E-126,5.43E-210,0.006836564,2.13E-105,0.002850688,7.17E-162,0.000976531,5.65E-149,0.00372284,0.003807892,0.00096667,1.81E-141,1.60E-106,3.91E-123,3.78E-122,1.23E-129,0.001920022,2.07E-139,0.005561967,9.52E-133,0.001964158,1.33E-123,0.004712827,0.002868331,0.0019474,2.59E-120,0.001898787,0.00482901,0.001855342,1.88E-122,0.003853419,0.001909278,2.87E-127,7.61E-143,0.001888823,0.001944163,0.008750505,8.41E-119,0.000986755,0.001901,0.001893434,0.00197167,0.002884152,0.006581128,0.000914299,6.05E-136,0.009680861,0.00093538,0.003931947,0.003771066,0.0257404,0.00186578,0.001894721,1.90E-172,0.00182466,6.40E-124,0.001867259,0.001980103,7.27E-130,0.004794368,8.12E-134,0.010150554,1.30E-121,0.004709697,4.69E-114,1.38E-188,1.32E-151,0.052679895,3.94E-130,0.000905623,0.00373342,2.94E-177,0.001938578,0.000970266,0.001912398,9.63E-161,0.000957488,0.000959727,0.004830922,0.003795765,0.001900796,0.000955151,2.68E-116,0.000968199,0.001866738,3.97E-136,7.64E-154,3.32E-149,0.00289343,5.28E-105,4.18E-157,0.000965045,1.21E-151,2.49E-143,0.00191216,0.003650439,7.89E-123,0.0027086,0.003774827
3,0.02774586,"class, drug, mesh, map, agent ",1.13E-243,0.000576408,0.000422606,0.000535247,0.000248269,1.50317323417254e-310,0.003616118,1.67E-52,1.80E-26,7.16E-172,0,2.68E-204,2.11E-42,0.000397346,0.000129094,7.61E-281,0.001267875,1.04E-183,0.001521056,0.002270598,1.14E-231,2.93E-188,7.74E-237,0.000821764,1.99E-257,0.00211182,1.92E-252,0.000389119,5.56E-60,4.53E-215,0.000249006,0.000310645,0.0067075,7.09E-250,2.22028160584598e-319,9.03E-221,1.14E-268,1.34E-10,1.46E-65,0.000752072,0.000486699,1.19E-231,1.68E-205,2.27E-257,0.006351953,0.001322933,0.000507545,0.000942966,0.000425399,1.77E-207,0.000994712,0.003979472,0.000991167,1.06E-184,0.085640711,0.004062215,1.59E-178,0.003471985,1.16E-26,0.001518401,0.000655564,0.000577966,7.54E-22,0.00201987,4.15E-205,6.42E-164,0.009557182,2.67E-08,0.001005905,1.70E-234,6.19E-182,0.005122549,1.06E-13,0.000248526,0.000266115,0.005582896,0.00041211,2.11E-42,2.11E-42,0.000250396,0.000503557,0.002937263,0.00161581,1.49E-33,0,8.76E-212,0.000249215,1.27E-170,0.000489569,5.10E-44,0.00125382,3.00E-94,0,0.002223877,1.20E-80,0.001874649,1.46E-203,0.000242481,0.076034095,0.000750741,1.84E-43,0.000293004,0.001014184,4.24E-09,1.99E-214,0.000507953,8.02E-213,0.000994793,0.000827867,0.000717508,1.80E-32,0.008463864,0.000330656,1.40E-69,0.000741874,0.000250759,0.000658191,2.76E-97,0.000724618,0.001037883,3.43E-201,0.002670443,2.64E-52,0.000634512,5.35E-51,1.77E-18,4.35E-228,0.004005226,6.46E-204,0.004060431,1.27E-176,0.000918922,0.000245538,7.07E-82,0.003054161,1.92E-267,1.29E-272,0.000498417,1.78E-180,0.000220733,1.25E-267,0.000239621,0.002930075,2.76E-306,1.50E-194,8.05E-176,0.001457924,9.37E-172,0.000725512,0.000744716,0.000435636,5.85E-292,0.000346385,0.003010915,0.005883155,2.69E-42,0.000500938,3.03E-102,0.000409385,0.000436591,0.000630199,0.000503706,3.09E-193,0.005326432,0.000337969,9.72E-207,7.41E-203,0.000250636,0.001330994,0.000302288,7.92E-180,4.59E-05,0.000590284,3.02E-245,1.01E-177,0.005474586,1.56E-45,3.56E-61,4.26E-173,0.001431561,0.001266107,0.001034824,0.000252636,0.000250502,0.001295043,7.82E-44,0.000913096,2.18E-247,0.017420041,0.000952143,9.27E-61,0.000957724,0.00047868,4.13E-190,0.001026873,0.012922365,0.002307697,0.000180929,4.00E-209,0.01210839,0.000251751,0.006879849,1.90E-233,0.000499944,1.19E-204,0.000300246,0.001225128,1.67E-219,1.15E-276,0.003132324,1.13E-285,0.000628213,3.34E-208,0.002266683,0.00106234,7.08E-174,2.16E-247,0.005124363,0.003007395,0.001735985,2.65E-269,1.39E-40,1.14E-274,0,0.000312285,2.41E-272,3.86E-297,1.04E-23,0.00024871,0.000290407,0.000248403,0.000681702,0.000417535,0.000498264,1.16E-263,0.0003106,5.00E-246,0.000248421,0.005419611,4.39E-32,6.19E-178,0.001025588,0.000299135,3.34E-71,1.47E-189,0.000688022,4.96E-268,0.000457303,0.000663124,0.000615308,0.004214646,0.000182282,0.013316824,0.000848037,0.001683742,0.000357174,0.004619093,1.17E-106,0.001466629,8.90E-05,0.000231011,8.55E-236,6.00E-42,0.000252094,0.000659917,1.60E-25,0.000393966,6.10E-52,0.000501112,0.000234227,0.000546917,0.004121244,0.005501885,1.71E-161,5.77E-193,0.005734457,0.002937504,0.000697335,0.001185545,0.000863447,0.008343029,0.006784829,2.12E-260,2.38E-215,0.002019096,2.79E-08,0.001035005,0.000503127,0.008419763,0.000243176,4.47E-195,0.001897376,0.006759683,0.000155923,9.18E-256,4.26E-231,0.004252883,0.003054799,2.75E-171,2.04E-243,0.000252709,2.93E-37,2.21E-29,1.23E-28,0.000250584,3.12E-40,0.000504363,0.000425672,0.000538403,8.11E-242,4.66E-63,8.75E-88,0.00031225,2.65E-85,6.32E-181,5.65E-236,0.000295709,0.00024305,0.000644151,0.000497817,0.003861796,0,8.07E-238,0.000243782,0.000759063,2.05E-197,0,0.002496699
4,0.02027966,"cell, line, ontolog, term, biomed ",4.51E-70,0.001792065,0.00083921,3.56E-74,2.42E-237,1.10E-115,0.002801135,0.000828226,0.004676424,2.40E-62,1.07E-91,0.000853197,0.000855513,0.003440861,1.11E-139,6.36E-113,0.001713357,1.88E-91,0.003547413,1.26E-71,9.58E-65,1.35E-100,0.00161837,0.00185024,0.00095109,0.004830186,1.94E-99,6.79E-82,0.001743575,1.47E-239,0.001756134,0.000922948,0.010892863,3.65E-189,4.18E-116,1.33E-123,7.03E-170,6.67E-62,0.000844382,0.000827205,4.49E-106,0.000786366,0.000828025,1.25E-74,0.000921918,2.44E-72,0.001663077,0.000907921,0.000823771,2.23E-51,4.93E-106,0.001692349,0.000772902,2.60E-234,0.010884445,0.000915228,0.001946038,0.000884388,0.002750638,1.94E-119,8.94E-84,1.15E-72,1.14E-64,2.60E-72,0.000836337,3.63E-83,0.000774526,0.001642592,1.59E-189,6.91E-90,8.91E-84,0.002814193,0.000858129,9.58E-72,2.87E-101,0.00179529,0.002634795,0.000855513,0.000855513,0.000902954,0.002616891,0.003490639,1.68E-62,7.31E-70,0,6.54E-65,2.77E-71,0.002676043,0.003722331,3.19E-72,1.44E-88,0.002678945,2.57E-147,1.05E-80,0.005094427,0.001873365,0.000958618,0.007123809,0.000786714,2.39E-89,2.20E-95,0.000902743,4.66E-61,1.06E-95,2.14E-58,0.000860838,2.12E-71,0.006443874,0.000815791,0.008290695,0.004665019,0.00579063,0.002654113,0.001684656,0.000870356,1.44E-67,2.11E-113,5.05E-63,0.000889066,3.15E-64,1.23E-128,0.002959003,0.000954082,0.000879926,0.001659461,0.001754646,0.001640842,6.46E-71,0.000837383,0.000773238,4.71E-86,8.87E-61,3.20E-68,0.000885048,7.11E-83,3.65E-105,0.000819408,1.15E-154,1.92E-48,2.57E-106,0.000793229,0.002387724,0.001729498,3.53E-89,0.002632525,2.39E-147,4.08E-60,0.002632164,0.006570822,1.87E-103,0.005525205,1.15E-125,0.001021226,0.000853663,0.003594384,6.49E-130,0.00080848,0.000876813,1.09E-87,1.34E-77,0.000922591,2.71E-78,1.25E-137,0.004636345,2.95E-73,0.007821705,3.85E-212,5.97E-69,5.45E-67,0.0025089,4.21E-74,7.19E-63,0.000892354,1.73E-62,3.40E-119,0.000924748,0.002826435,0.00092793,0.001872154,9.69E-97,0.000908976,1.24E-76,0.000909177,0.001839636,1.94E-83,0.000919992,0.000913344,0.000860316,1.97E-57,1.31E-77,0.000920361,2.12E-180,2.33E-58,5.46E-53,0.000837079,0.000864144,4.12E-67,1.56E-112,2.67E-130,0.000840049,1.20E-85,0.001033918,0.003468647,5.29E-100,0.000772126,0.000921696,0.00086573,0.000858615,1.05E-106,0.039355104,3.47E-109,0.004615067,1.10E-148,0.005528553,0.001932706,5.43E-77,3.92E-81,0.002702498,8.31E-110,0.010280362,2.52E-156,0.00189841,1.53E-92,0,0.000927032,0.001730425,2.68E-88,1.65E-95,1.34E-120,0.001891436,5.13E-69,0.004745115,0.001715992,2.18E-81,7.98E-143,0.000922817,8.06E-72,0.001798946,0.001778272,0.002651948,4.57E-73,2.55E-100,0.001682918,0.000898161,4.82E-79,2.08E-53,0.001753225,1.85E-130,0.000902768,0.002816082,0.000864537,2.07E-191,0.008903677,0.000888055,3.54E-86,0.000911894,0.006465781,0.002633873,3.45E-82,9.84E-86,3.83E-97,7.41E-77,2.20E-94,5.61E-99,0.000817019,0.004474602,1.56E-76,9.04E-112,4.25E-124,4.98E-75,1.72E-82,0.000820886,0.004534111,8.08E-113,2.75E-89,8.79E-78,0.003491695,1.99E-50,0.000886214,1.27E-108,6.61E-90,0.006559258,2.56E-113,0.001713269,0.005404642,1.35E-152,0.002818669,2.48E-70,0.00378664,1.33E-100,6.08E-116,0.000900074,4.96E-50,1.14E-53,0.000888763,0.003310348,0.021757763,0.000915638,1.12E-174,0.001663749,1.19E-58,1.01E-75,0.000866967,1.06E-79,6.10E-138,3.80E-79,0.000842585,3.79E-97,0.007656377,1.01E-122,3.76E-70,0.00271799,0.000926692,0.002458391,0.000897293,0.001690204,1.90E-64,0.000867367,0.002717139,1.65E-138,0.003715682,6.84E-130,0.000836576,4.39E-68,4.40E-96,0.002699521,7.59E-164,0.004655347
5,0.01766217,"mutat, text, annot, mine, benchmark ",4.15E-120,0.002991031,9.53E-98,8.75E-98,1.12E-227,1.95E-238,2.55E-89,1.07E-98,0.009043446,8.58E-115,4.62E-95,1.44E-153,7.27E-137,0.040777223,3.31E-158,3.77E-248,0.002815535,1.02E-123,0.003000278,3.59E-104,1.04E-157,8.55E-157,3.32E-119,0.0029531,2.56E-112,0.002943077,1.58E-171,2.40E-93,9.75E-123,5.87E-269,0.009298696,0.003062476,0.008977915,1.92E-195,7.79E-146,1.04E-124,4.77E-111,3.66E-114,1.61E-101,7.52E-102,1.12E-104,2.25E-157,5.33E-110,4.69E-211,0.003048705,2.27E-115,1.27E-123,0.003043613,0.00864126,2.46E-149,5.33E-168,5.05E-202,1.09E-134,2.61E-134,2.31E-95,1.69E-127,0.002813446,4.95E-108,0.002875686,0.002875883,6.26E-112,0.002995372,5.17E-149,2.47E-206,0.002855655,0.006280082,2.54E-90,2.46E-134,2.26E-130,2.66E-166,8.13E-152,2.93E-97,8.34E-107,2.46E-86,3.39E-156,0.006283793,2.82E-131,7.27E-137,7.27E-137,0.0031193,1.87E-158,0.002948587,0.002989627,1.51E-103,0,2.67E-200,4.32E-110,1.84E-98,7.43E-94,4.24E-87,7.89E-133,0.012041636,4.58E-121,5.26E-86,0.002728177,0.009221051,3.47E-141,0.003015453,7.09E-152,5.28E-102,1.55E-78,6.23E-79,9.14E-149,1.51E-116,1.89E-135,0.00316996,3.19E-137,0.005568575,2.64E-143,3.51E-99,0.009054788,0.006020683,0.003118737,1.88E-136,4.81E-160,1.15E-109,5.18E-154,1.20E-93,0.00288869,4.76E-121,2.68E-160,2.13E-91,0.003156368,0.002806977,2.42E-112,0.006067328,5.54E-93,5.81E-97,3.70E-154,1.32E-86,6.50E-113,5.59E-114,7.32E-131,0.006238784,0.003000321,0.003063126,2.14E-124,3.19E-223,1.77E-134,3.74E-151,1.15E-231,9.65E-195,1.53E-127,1.29E-234,2.03E-89,9.61E-225,2.24E-135,4.50E-112,0.002870487,7.43E-104,0.009278285,0.019966116,0.002916642,1.86E-110,4.36E-112,3.66E-171,1.10E-162,4.73E-121,5.40E-99,0.002802092,5.54E-99,5.16E-104,1.25E-190,0.009116044,1.98E-119,4.52E-133,3.06E-238,2.52E-150,0.003012614,1.49E-143,1.32E-131,0.006041852,9.94E-115,1.80E-139,0.002907272,0.003053533,0.00307266,0.00308248,7.29E-108,0.002822323,0.002977985,1.02E-95,0.002992994,1.80E-105,1.08E-96,2.41E-137,2.31E-102,1.62E-137,2.69E-94,9.03E-88,0.003073176,2.68E-125,2.21E-90,2.02E-198,0.00316393,7.37E-99,4.90E-116,4.70E-157,5.78E-97,1.92E-141,3.87E-122,0.00291753,3.71E-109,1.18E-94,3.02E-140,0.003046578,6.54E-88,1.08E-110,6.56E-252,0.005659334,4.32E-196,0.006131896,7.08E-152,1.35E-104,0.003082743,5.66E-113,0.005764583,0.002879507,3.49E-169,2.54E-90,5.54E-163,1.32E-112,3.06E-124,0,0.00308136,0.003076159,1.98E-233,0.006110712,9.43E-101,2.09E-101,9.89E-129,6.12E-95,6.62E-163,8.67E-97,3.44E-154,0.00306321,1.62E-164,0.008743155,0.006014134,0.002971198,5.43E-110,4.48E-113,9.32E-139,6.87E-113,1.09E-89,7.03E-141,1.00E-181,4.84E-224,2.41E-108,5.88E-110,6.70E-102,1.35E-208,0.003048014,1.34E-107,0.003126353,6.18E-89,0.002951013,0.00284569,4.17E-103,3.11E-96,2.06E-115,3.98E-135,7.51E-124,8.84E-190,6.87E-112,1.17E-99,0.002882364,1.35E-149,4.99E-137,1.85E-150,0.002936805,3.94E-121,0.009120184,9.23E-176,1.28E-158,5.78E-87,8.46E-105,2.84E-107,2.75E-96,0.0026185,2.39E-92,4.85E-99,2.55E-142,0.002788539,0.003171288,8.85E-138,0.002966206,1.90E-98,0.002856891,4.71E-136,7.91E-133,0.005907702,0.021598936,9.25E-117,7.23E-225,2.57E-209,0.002668288,9.51E-193,9.10E-256,2.15E-131,1.17E-210,2.06E-112,9.70E-118,0.003003159,2.85E-190,8.19E-120,1.66E-145,5.91E-156,0.008981026,1.35E-143,3.38E-104,0.003037589,0.003079891,1.47E-151,6.14E-105,6.96E-219,9.42E-118,2.47E-112,0.002977726,1.38E-100,1.07E-106,3.33E-121,1.25E-135,1.77E-171,1.72E-242,8.99E-115,5.59E-239,0.003029142
6,0.03356307,"advers, genet, ontolog, event, vaccin ",4.06E-174,0.000374437,0.000250777,0.000645568,4.18E-293,1.18E-286,0.002117948,0.000938935,0.002025294,0.001134175,0,7.32E-06,9.52E-14,0.000378591,1.31E-105,1.33773736989429e-315,0.000813066,3.93E-176,0.002483217,0.001413954,2.00E-246,1.95E-265,0.000295734,0.006442304,0.000291671,0.001851811,0.0011786,0.000970337,5.85E-22,1.92191536232245e-321,0.001305984,0.000419894,0.005381472,0.000564442,0.001445251,1.86E-266,6.07E-274,0.000840209,2.26E-28,0.000952884,7.37E-163,0.000824064,0.000273367,1.75E-265,0.016020565,2.50E-136,6.73E-81,0.007557758,0.000258691,6.45E-302,6.16E-263,9.27E-227,0.000579937,0.000576625,0.005420165,0.000740764,0.000583215,0.000527635,0.001507783,6.64E-229,0.000289256,0.001386291,0.00029229,2.76E-243,5.83E-285,0.000793314,7.42E-156,0.00067662,2.41E-274,0.000301012,0.000645683,0.001536585,0.000532627,0.001651477,0.002770009,0.001007349,6.04E-94,9.52E-14,9.52E-14,0.000632281,2.07E-151,0.011187411,0.000633489,0.00091878,0,6.73E-169,3.77E-175,0.002651022,0.001305947,0.000862661,0.0005466,0.002938869,0,0.002347385,0.00697867,0.000962188,4.80E-177,0.002421551,9.46E-43,0.00029846,0.00023669,0.001549723,0.000283371,6.75E-127,0.000588414,0.000426703,1.37E-135,0.002964484,9.56E-100,0.000847956,0.002416563,0.005337797,0.004722954,7.47E-154,0.001754741,5.40E-17,3.89E-163,0.000518359,2.70E-156,1.05E-158,4.47E-13,0.004132008,0.001873243,0.000847452,0.002589949,0.000557727,0.002729205,0.002501111,1.79E-148,0.000169833,0.000335625,5.99E-133,0.003222649,0.014880037,0.003050667,0.000511017,4.65E-283,4.56E-157,0.001906538,4.45E-140,2.30E-275,1.62E-124,0.0002946,1.08694442085074e-322,0.005247026,2.92E-290,0.001464947,0.000253736,0.003709842,0.000733734,0.003496141,6.55443295873665e-317,0.000830096,0.001781303,0.001842055,0.001372427,0.000553531,1.10E-70,0.000272798,1.65E-43,0.000847889,1.80E-06,2.01E-258,0.005655677,4.69E-97,0.001741429,5.86E-276,0.000551357,0.002634284,0.000543768,0.000995417,0.000168483,0.001431719,0.000288916,0.000460181,0.00129383,0.000438837,0.000415265,1.85E-162,0.002817032,0.000701184,0.000723332,0.000252675,4.07E-48,0.000591061,1.02E-28,0.002100859,0.000789981,1.02E-53,0.000836391,0.00042063,0.000298261,5.61E-173,1.23E-245,0.001990237,0.001240037,3.46E-19,0.000281123,0.00801783,2.37E-131,2.67E-119,0.001325639,0.003266104,0.000812958,0.000576775,0.000401323,0.00145694,0.002451598,2.27616043039062e-319,0.039407076,1.66961760902389e-310,0.002933485,0,0.000813987,0.001513065,0.00029814,0.002334049,0.004472131,0.000309854,0.001150312,1.30E-274,0.000566932,1.30E-284,0,0.000423303,0.002003556,2.67032600264277e-319,0.000591819,0.000570748,0.002257925,1.27E-273,0.006927854,0.000755912,0.000845002,2.86E-282,0.000781004,0.000884033,3.84E-262,0.006423304,0.000358943,0.001150122,0.000565718,2.32E-123,0.005008901,0.000879142,1.82E-135,3.35E-273,0.00059179,0.001091041,0.00060873,0.000955551,0.000303345,0.008227237,1.47E-147,0.000826633,0.000881868,0.01369539,0.002621584,0.001351074,0.000916245,0.000930139,0.000879955,1.94E-174,1.46E-225,0.000827292,0.001952125,0.000788095,0.000312572,0.001739008,7.66E-140,0.00029094,2.04E-129,0.004548807,4.46E-116,0.000838638,0.000723753,0.000163699,0.000292615,0.00105632,0.000270222,9.67E-167,0.000813808,0.006347847,1.31762374500387e-315,0.003785266,0.000300429,0.000257101,0.000281091,0.002953645,0.003913955,5.55E-265,0.006919401,0.005281467,0.001170629,8.05E-292,0.000593385,0.023735971,6.56E-58,1.94E-157,0.000883936,1.11E-146,0.001219508,0.000889928,0.000205574,1.36E-143,0.000266462,5.26E-243,1.99E-169,0.00488726,1.68E-268,0.000426112,0.001952947,0.000423236,5.53E-50,0.000594819,1.55E-266,0.000961104,1.87E-100,0.000485003,0.001673771,0.001193637,1.31E-265,0.001143923,0.000982344,4.22E-290,0.000267431,1.13E-181,0.001735146
