TOPIC,TOPIC PROPORTION,TOP WORDS,abil,abl,access,accessth,accur,accuraci,activ,ad,addit,address,al,allow,allth,alreadi,alter,analyt,anno-t,annot,anoth,appear,appli,applic,appropri,area,assess,assign,assum,attach,author,automat,avail,b,background,becam,becom,behavior,benefit,bio-ontolog,biolog,biom,biomed,bioport,blood,branch,broad,browser,c,ca,call,captur,categori,cell,center,central,challeng,classifi,clear,collect,colleg,committe,common,communiti,complex,compon,compos,conceiv,condit,conduct,consist,consortium,contain,content,context,control,cover,creat,creativ,critic,crucial,curat,current,data,databas,dataset,david,deriv,design,desir,detail,determin,develop,diagram,direct,diseas,display,distribut,divers,domain,done,due,e,earlier,easi,easili,edit,effort,electron,enrich,ensur,enter,et,european,evalu,evid,exampl,exist,expand,expect,experi,experiment,express,extern,figur,file,filter,final,focus,format,framework,fund,gene,general,generat,genet,genom,genotyp,go,graph,graphic,h,half,health,heart,help,hierarch,high,histori,hold,http://creativecommons.org/licenses/by/2.0,human,id,ident,identifi,illustr,imag,implement,import,improv,incorpor,independ,individu,inform,initi,instanc,instead,institut,integr,interest,ion,iter,j,john,journal,key,keyword,knowledgebas,known,lab,laboratori,lack,large-scal,latest,level,license,life,link,list,literatur,locat,ltd,made,maintain,major,make,map,measur,medic,medium,mention,merg,molecular,name,nation,natur,ncbo,node,nomenclatur,novel,now,number,observ,ofbiomed,ofth,ontol-ogi,ontolog,open,option,order,organ,origin,overview,page,parent,particular,past,perform,permit,phenotyp,place,plant,point,precis,predict,present,previous,primari,proceed,process,produc,product,proper,protein,provid,public,publish,qualiti,quantifi,quantit,queri,question,rank,rat,rate,recent,reflect,region,regist,relat,relev,repositori,repre-s,repres,research,resourc,respons,result,retriev,role,s,scale,scienc,scope,score,search,see,select,semant,separ,set,show,similar,singl,site,special,specif,standard,start,step,strain,struc-tur,structur,submit,suit,suppl,supplement,synonym,system,t,take,taxonomi,techniqu,ten,term,test,time,tool,top,toward,track,tree,trust,type,understand,unifi,uniqu,unrestrict,us,usa,use,user,usingth,valu,varieti,version,view,visual,vocabulari,way,weak,wherea,whose,work
1,0.04836203,"annot, term, go, ontolog, gene ",0.001298436,0.001716903,0.000750273,0.001170782,0.001400288,0.001880693,0.002838693,2.23E-06,0.001099146,0.001209883,0.009237629,0.004149659,9.13E-174,0.001612357,2.32E-42,0.001180085,0.00243622,0.053600357,5.51E-16,0.002822965,0.005334525,0.002854817,0.000695001,0.005900462,0.004563537,4.29E-170,0.001176193,2.91E-249,0.003138959,0.001670025,0.003602844,0.000617122,0.000595219,0.001045798,0.00290446,0.002356765,0.001238663,0.001519746,0.008713005,0.001068223,0.008587496,3.98E-159,0.000921695,0.001192314,0.001640997,4.84E-182,0.001591334,0.001426603,0.001739249,0.000611281,1.04E-148,0.0031926,1.07E-41,0.001142512,0.001221212,0.000573926,0.001207087,0.003595866,2.14E-54,6.57E-161,0.007386068,0.003181461,0.002836721,0.005841965,0.001272347,0.001147606,2.01E-94,0.002814885,0.002375318,0.001167523,0.002465019,0.001644783,0.002961099,8.64E-05,0.002071204,0.001670054,0.001822833,0.001869224,3.42E-43,0.001216253,0.004271257,0.002926098,3.05E-27,0.013804727,0.001170099,0.002528138,0.001127854,8.91E-195,0.000872992,0.002037244,0.005887731,0.001226863,0.000487266,1.36E-30,2.85E-85,0.001898418,0.000425045,0.001870002,0.001177872,0.000843557,0.001760393,0.000584937,1.64E-219,2.05E-43,0.000238641,0.003357482,0.002326882,0.01611293,0.001220592,2.61E-278,0.009249811,0.001777133,0.005941792,0.001737377,0.004754808,0.001400899,8.85E-22,0.003733556,0.003043028,0.003579609,0.00476886,0.001229264,0.009427751,0.001724398,0.001146297,0.002399024,0.001795823,0.003638764,0.013651587,2.76E-10,0.025339662,0.005752966,1.68E-53,1.39E-171,0.001166254,2.73480156942505e-319,0.044394027,0.001485928,1.05E-103,4.74E-32,0.001738895,8.13E-43,2.66E-202,0.000343569,0.00056942,0.003535314,5.41E-145,0.001193074,0.001835711,0.004103794,0.000332592,0.00060891,0.006804315,0.001319373,0.001106113,0.003801037,0.001971939,0.002955406,0.001256371,0.00225999,0.000442291,0.000789619,0.001195875,0.003523181,0.001096771,0.002814017,0.003352245,0.011278,0.001164868,0.001149483,0.00180942,0.004107812,0.011063723,0.001889547,2.56E-60,0.001149051,0.001631002,2.30E-43,7.77E-53,0.001260786,0.001198903,3.76E-41,5.39E-45,0.001068232,0.002638237,0.003028761,0.012360893,0.001171149,0.003344853,0.001202332,0.001217525,0.000569791,2.57E-166,3.13E-06,2.04E-29,2.48E-41,0.001802675,0.001029002,1.26E-58,0.001754845,2.73E-28,0.000939765,0.001204384,0.001318033,4.61E-177,0.000328453,1.03E-220,0.001485292,4.68E-177,1.19E-18,0.002360051,0.001846942,0.001834848,0.001929963,0.035064179,0.002808772,1.88E-44,0.001386147,0.005175823,0.00147011,0.001204976,6.61E-30,9.44E-183,2.44E-15,0.001768257,0.010664652,0.001058649,1.06E-40,1.03E-207,0.001019891,0.003708873,0.001192415,4.28E-226,0.002871496,0.001214139,0.001488212,0.001617336,0.003195756,0.001783251,0.002067708,0.001045813,0.002476084,0.002847403,0.002399762,0.002247539,0.003009384,0.001755169,0.001143486,3.18E-22,0.001749155,0.002343769,2.06E-99,0.001119794,0.008266575,0.001172844,0.000553188,2.92E-223,0.001435307,0.001075597,0.001244185,0.001207266,0.006735901,0.001305252,0.004724373,0.001325069,4.79E-05,0.000429547,0.001229817,0.006436155,0.001214523,0.001779016,0.00122603,0.00113104,0.002459253,0.006539308,0.007339387,0.011350609,0.001318319,0.00987076,1.31E-44,1.08E-15,0.002740807,3.18E-36,0.001363726,0.005053439,0.002886362,0.003006512,0.00328461,0,0.001509721,0.019456501,1.78E-39,0.001764104,0.007553365,0.001375759,0.001165976,0.002190612,0.003208696,1.78E-70,0.002939036,3.56E-230,0.002148237,0.052629674,0.007211426,0.009019458,1.43E-06,0.003127574,0.001411352,0.001184872,6.72E-255,0.00117126,3.67E-12,0.001987369,0.001174552,1.88E-55,0.001068232,0.004079777,0.000755615,0.001223137,0.002271689,5.88E-05,0.001069368,0.001164616,0.004275049,1.00E-35,2.01E-89,2.51E-119,0.001160139,0.001177412,0.000611195,0.001189068,0.001682503
2,0.01896814,"strain, ontolog, rat, term, page ",5.08E-269,0.001938808,0.003936329,3.71E-232,5.50E-205,4.22179094371345e-320,9.94E-192,0.003885615,0.001904645,9.61E-183,0.010802381,0.002900913,0.001940929,3.93E-246,0.009697941,1.49E-260,4.70E-298,0.002790163,0.001951342,3.33E-265,3.27E-184,0.001922981,0.001928295,4.77E-185,2.21E-249,0.003885749,2.88E-293,0.002907792,0.00294362,6.33E-202,0.00488995,0.001946706,0.00295024,1.21E-253,2.12E-257,0.000969275,7.57E-283,3.79E-206,0.000932683,0.000978446,0.008827862,0.00195031,0.00193152,0.000906334,2.73E-236,0.006783136,0.000977343,5.00E-208,4.81E-240,0.003937294,0.001939515,1.94E-180,0.002915832,0.000972173,3.81E-184,0.001947957,0.000980459,0.00295113,0.003888027,0.001944251,3.66E-227,8.64E-216,0.000975199,3.65E-228,1.93E-230,6.97E-298,0.001909146,0.000970871,4.77E-187,7.41E-237,1.85E-185,0.000972669,1.41E-185,0.00196003,5.62E-189,0.001932082,9.88131291682493e-324,1.81E-199,0.002921477,0.003900411,0.001964141,0.008579964,0.003856051,3.94E-191,6.95E-197,0.00290049,0.003921994,0.001937251,0.001961681,0.002914381,0.000875673,1.30E-194,0.00292248,0.002910938,0.007778394,0.001947269,0.001939695,5.42E-227,3.79E-193,0.001938151,1.14E-188,0.001940259,0.001937315,0.002903396,0.001937648,0.002892857,1.39E-281,6.76E-289,0.000964975,0.001938569,0.010802093,1.35E-193,1.30E-201,0.000977651,0.006882202,6.86E-182,0.001947598,1.50E-202,0.000968999,0.000969675,8.23E-184,3.12E-252,0.008878748,0.000937497,0.00193892,0.000952311,0.000982198,0.007763176,1.26E-181,0.001969339,0.003734325,0.000949593,0.003948791,0.012854443,0.008739627,0.001936805,9.67E-193,0.001909942,0.001936331,0.001973724,0.000970557,0.001944292,0.001939016,0.001939065,0.001949943,1.56E-196,0.002908584,6.10E-267,0.000977291,4.28E-184,0.007787094,0.001940361,0.001924421,1.60E-195,5.73E-249,7.26E-185,0.000963248,0.00192728,0.000988949,1.19E-193,0.001935525,0.006846203,3.46E-190,0.000965322,7.91E-280,0.003954713,0.00088991,0.000974153,2.65E-278,2.32E-204,0.000982766,0,0.007836679,1.29E-200,0.00196008,2.03E-256,0.001964703,0.001962414,0.002937678,3.85E-224,1.09E-249,0.001939095,0.004926321,0.000980143,4.58E-193,0.001934405,0.005929121,8.53E-192,1.03E-237,0.00097951,0.000939616,0.001942824,0.001963452,0.003933839,0.002908038,0.004823153,0.005928714,0.000978816,0.002945437,5.19E-262,0.00194733,0.004846008,0.005943035,0.000972946,0.001941646,0.009725361,0.006801851,2.55273291036695e-313,0.002942469,0.002872358,0.000979732,0.000979163,0.001954935,1.18E-228,0.042236402,0.002919691,0.00194605,0.003932834,0.003891045,0.002890636,1.43E-200,0.013841758,0.013803206,0.002946584,1.28E-294,4.21E-189,0.000980284,0.009890258,0.003888951,9.42E-267,3.13E-190,4.10E-289,0.001965165,0.000934998,4.89E-190,7.20E-194,2.78E-203,0.000932338,0.000980059,3.39E-185,0.002970221,5.36E-228,0.003803315,0.004944061,0.001948766,1.40E-190,0.000969324,1.06E-183,0.001903192,2.24E-292,1.85187859263058e-317,0.038087095,1.57E-261,2.99E-181,0.001955532,0.001945124,0.002904412,0.000951859,0.000974246,1.87E-191,3.72E-259,0.001923023,9.15E-268,0.00190558,1.60E-230,0.001939853,0.005827529,0.000972165,0.000961097,4.26E-283,2.02E-181,1.09E-239,2.80E-301,0.009769648,2.63E-188,0.001953554,0.006730493,0.002904043,1.45E-188,0.002959938,0.001958625,0.000951005,0.002916208,1.39E-202,0.001945769,0.001925595,3.26E-199,3.86E-194,0.124060639,6.59E-225,0.003877653,0.001938955,7.62E-250,7.93E-205,1.25E-203,0.000978706,2.59E-181,9.67E-256,0.00295818,5.20E-259,0.003880948,7.08E-204,0.015484306,3.84E-182,0.000946543,0.006829091,2.17E-240,6.73E-305,4.17E-265,0.006780112,2.01E-267,0.012706129,3.22E-221,1.14E-230,0.001924931,0.000980143,5.15E-186,0.002950263,5.11E-238,0.005818113,0.001936322,0.001949751,9.41E-184,0.008718701,0.00986373,0.001933584,0.005900123,0.000969117,5.26399362103108e-312,0.001939524,1.91E-253,0.000939872
3,0.02508683,"ontolog, class, semant, annot, biomed ",2.36E-247,0.000618156,0.001248277,8.14E-204,5.90E-255,0.000629718,0.000622597,0.002096115,0.003119288,4.01E-191,0.007768571,0.001227252,6.66E-291,1.10E-211,0,0,3.76E-276,0.011853961,0.000606898,4.42E-238,0.002311156,0.005079044,5.98E-208,0.000629421,5.36E-238,4.49E-214,1.93E-226,6.79E-281,0.003772727,2.70E-210,0.002489811,0.003802575,1.04E-247,9.12E-258,1.01E-240,0.000630612,6.36E-243,5.25E-300,0.001197624,0.001245784,0.011041281,0.001898328,0.007542031,1.86E-216,0.001257484,0.000632505,0.001893979,0,0.001252136,1.03E-232,1.68E-206,0.001231414,0.001261527,1.78E-202,0.001896431,1.22E-213,2.00E-223,0.001863556,0.000631655,3.5611270241425e-315,0.000594097,0.00125019,0.00123927,0.000612713,7.51E-247,1.45E-301,2.93E-210,0.000629094,0.001359362,1.81E-215,0.003138518,5.86E-215,0.002521255,0.000617144,0.002544713,0.002505608,2.84E-271,0.000629761,7.43E-281,1.62E-211,0.001216809,0.001588622,6.94E-201,3.18E-252,5.27E-292,1.25E-225,0.003175582,0,1.32E-197,1.22E-223,0.000579744,0.002531615,0.000614827,0.00203319,0.001902867,0.001233298,1.20E-249,0.006919539,0.001262284,2.66E-207,0.003165761,2.07E-242,1.53E-237,7.31E-268,3.73E-234,2.83E-207,1.03E-249,0.000629016,0.003811486,7.68E-288,0.006465101,1.75E-257,0.010776045,6.69E-274,0.001738629,0.003778646,2.84E-52,1.50E-226,0.00316787,7.06E-232,0.003925005,0.00575791,0.003108187,0.005073869,0.000619221,0.001252285,0.000611122,7.39E-203,0.001906495,0.000627018,0.00061637,0.001239724,8.29E-204,1.54E-78,6.66E-232,0,0.000573572,0.000602404,2.22E-276,4.17E-225,6.42E-294,2.95E-226,0.003804467,0.003801941,1.25E-244,4.58E-286,8.42E-263,0.000620052,9.62E-216,0.00535709,0.000631369,1.04E-271,0.001825424,1.33E-200,0.001893127,1.96E-195,0.003785347,0.000596115,8.35E-217,0.000627175,8.37E-219,0.00753394,0.003812011,0.001881224,0.000618849,0.001884731,0.000604332,0.00253279,0,0,7.76E-258,0,0.006037923,2.47E-200,1.33E-216,0,5.49E-214,1.02748687323279e-312,6.07E-228,0.000619278,7.74E-266,4.34E-308,0.000607958,0.000623823,1.62E-260,0.003155483,0.001876573,0.003822189,1.29E-230,4.59E-205,0.00125469,3.84E-245,1.46E-219,0.002516122,3.69E-214,1.21E-235,0.001231186,0.000615519,0.00061061,1.16E-298,0.001264181,0.001205228,0.000615955,0.000603652,0.001265982,0.001260741,2.91E-224,1.21E-264,1.11E-239,0.003123121,0.000613125,0.000758021,0.001243992,0.001895753,0.04469122,0.001285726,2.97E-257,0.00251639,7.61E-120,2.24E-190,3.68E-249,0.004385405,0.000630849,0.000597014,9.59464215613976e-313,0.005691667,0.000621434,0.00103638,0.00063053,6.63E-281,0.000607967,0.002508248,1.37E-273,4.99E-213,3.44E-201,0.001264976,6.94E-307,0.002964911,0.000618744,0.000613996,0.000613195,1.20E-230,0.007099086,0.003820553,0.000628151,0.001823555,4.76E-287,1.81E-263,0.010664798,0.003802305,0.000603522,3.85E-257,2.38E-223,0.001259684,0.001223194,4.84E-285,2.46E-289,0.004361846,0.003163309,0.000622743,1.15E-214,0.00177123,3.53E-251,0.003122428,3.41E-238,0.000631568,0.006989614,0.000604611,0.004356243,1.71E-280,0.000606,0.003807458,1.83E-280,0.00443815,0.003136976,0.00125221,0.012849192,1.99E-208,0.007150831,1.25E-210,0.00119997,0.000596679,4.64E-201,3.27E-264,0.003776994,0.00379665,1.39E-266,0.001236255,0,0.000626927,0.003713105,7.33E-307,0.000632926,0,4.00E-294,0.003143111,0.008197777,5.10E-255,0.000623293,0.00125948,0.001892875,9.46443234054059e-315,0.008621776,0.003146728,1.79E-210,0.005715332,0.000625299,2.08E-242,1.02E-253,1.08E-261,2.48E-287,0.00613976,0.001871819,3.07E-243,4.85E-238,0.000623823,0.000626616,9.67E-221,0.001249574,0.000607757,9.23E-284,0.003142959,7.62E-205,0.001237238,0.001890725,3.32E-220,0.000630196,0.002519482,2.00E-290,0.0012622,0.000620608,0.0037532
4,0.01893686,"relat, map, ontolog, miss, wrong ",2.92E-256,0.000792359,0.000257898,0,9.55E-279,3.21E-275,5.96E-265,0.006618754,0.003155681,0.000250645,8.25E-238,0.001840306,0.000263534,0.001060089,0,0.000263403,2.01E-261,0.000418089,0.001835673,0.00078012,0.000251244,0.001043316,9.40E-249,0.000788343,0,0.000258693,0.000790232,0,0.001300226,2.40E-253,0.000510409,0.008978238,0.000525763,0,0.000784346,0,0.000262532,1.24E-279,2.17E-265,0.000256247,0.004954338,4.34E-296,6.42E-273,0.000525721,3.12E-265,0,0.000505871,1.94E-285,0.000524432,1.10E-268,3.29E-253,1.53E-258,4.60E-280,0.000256104,0.000257344,0.000251852,0.000263973,3.04E-247,0,0,0.000252885,0.000260098,2.01E-245,0.000787447,5.53E-304,8.06E-276,0.000260085,0.000260798,0.002362239,8.46867607393919e-312,0.004481973,1.22E-248,7.79E-281,0.000525698,0.000263315,0.001048187,1.10E-289,4.24E-295,1.47E-281,4.82E-260,0.002641223,0.001157677,0.000253857,2.38E-266,0,0.006332055,5.97E-257,2.91E-296,0.000251802,5.12E-279,0.001034544,0,0.001311332,0.000763074,0.001848081,0.000777243,1.90E-266,0.013198003,0.002113119,0.000251013,0.000527126,0.000791014,0.000521559,0.000260908,2.49E-292,8.13E-249,3.93374076370148e-314,2.40E-293,0.00052292,1.93E-293,7.86E-238,4.22E-253,0.000228141,1.30433330502089e-321,0.002862989,0.003429002,0.000254103,6.42E-265,0.007922815,4.37E-280,0.000512191,0.002383752,0.003934223,0.002364814,2.22E-276,0.003960829,0.001580495,5.85E-241,0.000781382,2.11E-257,3.06E-246,0.001571402,0.006077548,2.37E-261,0.000260979,0,1.29E-262,7.6035469302272e-310,4.66E-308,1.95E-261,0.00026248,4.46E-257,7.10584628628762e-317,0.001055523,0.000524677,1.06E-281,2.07E-292,1.43E-285,0.000263702,2.07E-252,1.61E-262,0,0.001813583,0.000248477,4.28E-265,0.001581329,0.002364723,0.000772633,0.000256979,0.00026061,7.80E-243,0.007615202,0.004491675,0.004480436,0.000524209,1.23E-261,0.001040301,0.001055799,0,0.000527822,0.000784723,0,0.004976048,0.000781055,5.58E-254,0.000262568,0.000526461,0,1.87638592326511e-308,0.000261092,0,0,0.000253169,0.000259689,0.000255361,7.18E-257,0.001822068,3.10E-263,2.12E-286,0.000261286,0.000260484,0.000261469,4.72E-258,0.00078408,0.047870439,1.06E-272,0.00024479,0.000258357,0.000258094,1.36E-307,1.07550616380483e-315,0.000235298,0.001846756,8.62E-252,2.40E-297,0.000524088,0,2.00E-285,0.00025805,0.002349332,0.00025824,0.000258262,0.00103729,0.004224419,0.044622307,0.000771616,4.98E-254,0.000224575,0.00050864,0.001834201,0.001053073,0.004451733,3.95E-262,5.44E-246,0,0.002087336,0.000259354,3.98E-293,1.63E-252,3.67E-289,0.00078316,9.76E-243,0,0.000780546,0.000785398,4.03E-259,0.000263165,0.00234378,0.000252952,4.99E-245,0.000258508,5.47E-272,0.001266033,1.07E-252,1.07E-272,0.001047669,1.48E-281,0,0.000249844,1.82E-269,0.001545518,0,4.04E-303,0.000792807,0.000526332,7.4109846876187e-323,0,0.075010643,0.000517557,1.34E-274,0.000261123,0.003659433,2.35E-287,0.000513123,0.00052619,0.000258764,1.38E-247,2.33E-257,0.002070192,0,0.000782894,2.31E-245,4.95E-280,0.001577484,0.001824611,0.003691866,0.006531909,0.000256701,0.010452961,0.000790416,0.002314799,0.001836935,1.07E-279,2.23E-271,0.000505721,0.00023905,0.001585284,0.004219314,0,1.03814196095214e-309,0.007654438,2.09E-302,4.25E-306,1.59E-291,1.60E-292,2.13E-257,0.006328531,0.00180386,0.001314862,0.001847048,0.000786893,3.25E-268,0.00943788,0.000256115,0.001575416,2.61E-239,0.000257819,0.000524578,0.000791156,1.02E-281,4.11E-299,0.000457175,0.000526219,0.001053402,3.25E-255,0.000259689,0.000522642,2.40E-270,0.001050492,0.005548983,0.000262155,0.000246456,6.11E-308,0.000782042,0.000522039,0.001054493,7.85E-258,0.002369543,0,1.80E-277,0.000261592,0.006592723
5,0.01919964,"trait, ontolog, pressur, data, phenotyp ",4.99E-139,3.51E-121,0.001405488,0.001395872,6.18E-98,2.45E-120,1.36E-148,1.12E-156,0.010053382,8.12E-113,0.007118602,0.001428129,2.86E-216,1.03E-170,4.81E-131,1.24E-95,1.38E-116,0.014414932,3.43E-167,1.81E-123,2.98E-117,0.001436419,0.001446162,0.001424803,0.007279784,0.002577051,9.48E-92,4.34283702694456e-321,0.001351197,3.23E-132,0.005759193,5.20E-134,6.98E-134,3.82E-115,1.13E-100,4.09E-87,3.05E-146,4.10E-112,0.005723886,0.001434405,0.007164612,0.00137225,0.015549753,0.002801897,7.41E-110,6.13E-215,8.22E-170,4.00E-129,3.30E-133,2.20E-170,1.59E-236,0.002871698,0.00137812,0.001428891,5.86E-137,2.80E-94,0.001444183,6.16E-116,7.10E-189,7.37E-213,0.001418329,4.84E-150,0.00421029,0.002806055,0.0014014,1.35E-91,0.002782723,3.28E-121,0.001431654,2.15E-120,0.0084402,1.66E-134,1.10E-130,0.00182795,3.67E-105,0.008517829,3.68E-146,7.42E-120,1.50E-209,0.001373384,0.004345334,0.028972172,0.009910179,0.002848928,7.56E-274,3.09E-120,0.004298824,1.69299499966398e-313,5.93E-142,2.27E-108,0.002863931,4.24E-251,0.001434985,0.017092414,1.56E-221,0.00286231,4.59E-229,0.001404879,0.001429269,5.30E-139,1.16E-185,1.69E-91,1.91E-220,7.27E-258,1.10E-212,0.001410062,2.61E-168,2.68E-128,1.60E-214,2.86169553221609e-315,0.007118968,9.89E-207,2.81E-121,1.46E-89,0.001341082,0.004214925,2.36E-110,5.24E-99,8.91E-95,0.002880006,0.004267671,1.80E-171,9.02E-116,1.22E-147,6.14E-92,1.78E-118,3.99E-129,6.80E-146,2.29E-105,4.31E-147,0.004170131,3.84E-119,0.001312189,0.001353967,0.004229435,3.76E-183,0.001277941,1.93E-125,3.00E-305,0.001368572,3.28E-159,3.73E-211,6.50E-235,8.88E-155,0.001361224,3.55E-106,2.42E-212,8.21E-130,0.00140295,0.004307293,4.18E-169,1.61E-97,0.001321384,4.42E-148,2.14E-187,1.00E-122,8.45E-128,2.94E-111,6.18E-179,6.76E-138,0.001418392,0.008486791,1.89E-139,0.001433303,3.67E-143,0.001403027,1.19E-147,1.12E-106,6.09E-95,1.66E-93,8.89E-218,0,0.007152397,4.23E-126,4.69E-209,1.70E-96,1.17E-128,4.61833524743297e-310,1.77E-183,0.002858494,2.86E-122,2.48104216447655e-311,0.004174941,0.001434444,9.12E-180,0.005612537,0.001427493,0.002809376,6.80E-183,0.001430998,1.23E-93,4.36E-210,1.58E-169,1.31E-154,1.04E-185,0.017867202,7.70E-130,0.001435292,2.53E-197,3.24E-127,0.001367445,0.002783442,0.001412328,4.68E-109,0.001357446,3.32E-240,0.001354761,4.69E-128,0.001386277,0.001274657,0.002891769,0.001429578,9.52E-101,0.00140782,0.048728483,0.002829845,1.26E-203,3.00E-129,0.004256877,0.004357519,9.67E-197,0.004151544,5.94E-189,2.34E-130,2.41E-91,5.13E-115,0.00143419,0.023397784,1.57E-179,5.81E-260,4.40E-118,2.41E-126,1.26E-204,1.42E-104,1.17E-124,5.35E-146,1.57E-153,0.010036936,3.83E-115,0.001400135,0.001429251,0.001384092,0.010098867,0.001369342,1.28E-125,0.002716783,4.35E-93,0.00286508,0.001341626,2.92E-131,2.05E-124,0.004098364,4.45E-90,1.88E-124,1.88E-115,0.001421331,6.78747332053728e-313,6.87E-142,1.13E-103,1.02E-121,7.59E-238,0.002835286,3.68E-130,5.04E-125,0.001436825,3.10E-104,4.48E-162,3.16E-122,1.49E-101,2.21E-100,0.001410871,5.31E-177,8.48E-95,0.001365646,2.56E-120,3.66E-129,0.005666691,1.61E-116,3.83E-129,0.001369882,0.001461976,0.005766181,3.45E-190,2.27E-141,7.27E-110,0.008674916,6.44E-131,6.65E-130,0,6.10E-114,0.002789069,7.04E-263,1.49E-140,1.90E-123,6.35E-106,3.42E-174,0.004299928,0.001362004,1.08E-180,4.43E-287,0.001355898,7.58E-127,0.023107535,1.91E-121,0.002897395,0.001394931,1.34E-103,1.20E-213,1.12E-87,3.61E-263,8.14E-191,0.005735295,3.56E-117,0.001375697,0.001354591,0.001434444,3.79E-102,1.27E-127,1.97E-107,0.001388386,7.31E-216,1.84E-124,2.22E-119,2.60E-113,1.26E-165,4.89E-214,0.005520737,0.004303026,1.51E-94,1.44E-170,3.04E-87,0.00138423
6,0.02006352,"gene, patient, set, term, enrich ",1.13E-118,0.000387829,0.002304661,6.49E-272,0.000386922,1.90E-90,0.005269104,0.00073195,0.002211695,0.000379684,0.007257494,0.001155727,5.90E-299,0.000372475,0.002606894,1.36E-60,0.000772077,0.02525155,0.000736171,2.61E-93,0.002311396,0.004280531,0.000778814,3.92E-64,0.000768257,1.39E-253,1.38E-59,2.67957491153292e-318,0.001513892,1.13E-104,0.001897109,0.000374978,0.000388682,1.85E-93,1.35E-82,2.68E-60,1.54E-116,1.16E-82,0.005769186,0.000375274,0.006870018,7.22E-290,0.001145098,3.83E-119,5.89E-89,2.98E-287,0.002214114,6.34E-94,0.001156303,1.90E-256,0.000364222,0.001412777,7.40E-274,0.000373215,6.24E-140,5.40E-68,1.34E-72,0.001158701,8.34E-289,3.74E-287,0.001502659,3.47E-243,0.001476266,0.004114961,0.001871034,0.000392445,4.03E-277,1.89E-88,0.00037075,1.66E-109,0.002223444,0.000746155,0.000754582,0.002276774,1.01E-93,0.000368457,6.95E-121,8.51E-94,2.43E-284,1.56E-118,0.000753748,0.010710653,0.000334565,0.006220436,7.66E-302,1.24E-108,0.000351068,4.59481050632359e-322,0.001518705,1.63E-82,0.002678701,5.66E-267,0.000734032,0.008194026,8.01E-291,0.001897891,1.01E-249,0.000741344,0.000778123,0.001530598,0.000371666,5.30E-62,4.52E-287,2.69E-308,1.09E-267,1.43E-98,0.000755488,0.034904471,9.99E-267,1.94E-291,0.00725726,5.06E-282,0.005826164,0.000370862,0.001488241,0.002647254,9.09E-85,0.002338828,0.001153644,5.50E-88,0.001154646,2.09E-276,0.00111255,0.001879075,0.000392224,0.001557177,0.000379307,9.31E-146,4.22E-87,0.000402073,0.049012351,5.42E-107,0.000355698,0.008990024,0.003082778,0.001122126,0.020508924,3.25E-94,2.77E-290,8.62E-285,8.29E-129,8.40E-305,0.001865654,1.07E-126,3.47E-285,3.24E-82,0.00037316,5.07E-100,0.000373792,0.002313011,9.55E-251,6.91E-69,0.007363589,1.94E-130,8.31E-258,0.004278127,0.001528171,0.000755046,1.81E-254,5.93E-120,0.002680107,0.004092413,0.000378838,4.80E-110,0.001530382,3.43E-112,3.80E-250,0.000766766,0.000388083,0.000390796,8.38E-282,0,0.006480403,7.61E-103,1.21E-293,0.000392258,0.002696111,1.23214537350703e-318,9.02E-266,1.32E-100,5.49E-105,1.12E-291,0.001850645,0.000375368,8.19E-258,6.53E-242,0.00151317,1.63E-115,0.000341016,0.000375255,0.000369734,1.42E-264,3.67E-283,6.22E-248,0.000735547,0.000250371,0.000760709,0.000371647,1.14E-283,2.24E-101,0.001457092,0.005687855,1.43E-104,8.15E-83,5.35E-290,1.31E-283,1.74E-293,2.81E-94,4.29E-251,0.019450237,0.000773164,0.000371269,0.000374366,2.30E-160,0.005857814,0.000726843,0.000373416,0.001142919,0.000329727,0.000725911,2.31E-261,0.005582453,7.23E-290,0.002031924,1.24E-60,0.007818566,0.000375466,0.00075106,4.38E-300,7.99E-278,9.96E-104,0.000774232,0.000743278,0.001932772,0.001941271,2.78E-124,2.56E-118,0.00381299,1.44E-103,0.000745152,0.000374308,0.000730005,0.000712863,7.29E-154,9.90E-93,0.00038052,4.28E-57,6.85E-66,2.31E-264,1.04E-99,8.21E-91,1.11E-278,0.0007814,6.63E-127,0.000383088,6.64E-75,2.52032767256537e-319,0.000732619,0.001174564,1.34E-97,4.82E-279,0.002240706,5.72E-104,0.000372319,7.27E-73,1.02E-86,4.75E-166,2.23E-99,0.001512807,1.73E-68,6.42E-148,3.12E-258,7.30E-58,0.000370473,0.0022953,0.000374274,0.006833594,1.72E-101,0.041694699,6.04E-267,0.002801376,0.000355917,3.17E-291,2.32E-129,0.001139167,0.001894595,3.06E-106,0.000753833,0,2.82E-106,0.001116031,1.2246405163467e-319,1.86E-134,2.29E-88,7.76E-73,5.23E-281,0.001126237,0.016359205,0.000367175,4.44659081257122e-323,0.000744301,8.68E-92,0.03778015,0.01096164,4.20E-104,0.000751273,0.001951469,0,1.74E-59,3.25452005363721e-313,3.47E-248,0.003795558,0.000389399,7.18E-269,4.87E-287,0.000375368,0.000382037,1.09E-103,0.000388666,0.00038399,5.76E-289,0.004267724,4.60E-111,2.05E-94,6.75E-268,1.65E-274,0.00523652,0.000360999,3.16E-59,0.002997296,5.23E-61,0.004176849
